specialite,molecules,grammages,forme,labo,dci_signature,source_country,source_name,detail_url,atc_code,auth_number,source_ref,composition_raw,dosage_raw,presentation,distributeur,classe_therapeutique,statut,ppv_value,ppv_currency,prix_hospitalier,tableau,notice_url,nature_produit,ajoute_le,maj_le,scraped_at,last_seen,presentation_pretty,dosage_pretty,composition_pretty
CELESTENE 4 MG / ML,bethamethasone,4 mg | ml,Solution injectable,MAPHAR,bethamethasone,MA,medicament.ma,https://medicament.ma/medicament/celestene-chronodose-57mgml-solution-injectable/,H02AB01,,,Bethamethasone,4 MG / ML,"Boîte de 1 ampoule de 1 ml SOLUTION INJECTABLE PAR VOIES IM, IV ET LOCALE",MAPHAR,Corticoïdes à usage systémique non associés,Commercialisé,18.9,dhs,11.80 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 21 octobre 2025 à 10:09,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boîte de 1 ampoule de 1 ml SOLUTION INJECTABLE PAR VOIES IM | IV ET LOCALE,4 MG | ML,Bethamethasone
CELEPHI 100 MG,célécoxib,100 mg,Gélule,PHI,célécoxib,MA,medicament.ma,https://medicament.ma/medicament/celephi-100-mg-gelule/,M01AH01,,,Célécoxib,100 MG,Boite de 20,PHI,Anti-inflammatoire non stéroïdien (anti-cox2),Commercialisé,70.1,dhs,43.80 dhs,A,,,Ajouté le: 10 février 2021 à 16:38,Mise à jour le: 15 février 2024 à 14:08,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boite de 20,100 MG,Célécoxib
CELLCEPT 250 MG,acide mycophénolique - mycophénolate mofétil,250 mg,Capsule,ROCHE S.A,acide mycophénolique - mycophénolate mofétil,MA,medicament.ma,https://medicament.ma/medicament/cellcept-250-mg-capsule/,L04AA06,,,Acide mycophénolique - Mycophénolate mofétil,250 MG,Boîte de 100,ROCHE S.A,Immunosuppresseur sélectif,Commercialisé,931.0,dhs,650.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:26,Mise à jour le: 20 octobre 2025 à 18:36,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boîte de 100,250 MG,Acide Mycophénolique - Mycophénolate Mofétil
CELLCEPT 500 MG,mofétil mycophénolate,500 mg,Comprimé,ROCHE S.A,mofétil mycophénolate,MA,medicament.ma,https://medicament.ma/medicament/cellcept-500-mg-comprime/,L04AA06,,,Mofétil mycophénolate,500 MG,Boîte de 50,ROCHE S.A,Immunosuppresseur sélectif,Commercialisé,832.0,dhs,553.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:26,Mise à jour le: 20 octobre 2025 à 18:38,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boîte de 50,500 MG,Mofétil Mycophénolate
CEMIVIL 100 MG,imatinib,100 mg,Comprimé pelliculé,PROMOPHARM (HIKMA),imatinib,MA,medicament.ma,https://medicament.ma/medicament/cemivil-100mg-comprime-pellicule/,L01XE01,,,Imatinib,100 MG,Boite de 30,PROMOPHARM (HIKMA),"Antinéoplasique, inhibiteur de multikinase",Commercialisé,848.0,dhs,563.00 dhs,A,,Médicament,Ajouté le: 9 novembre 2018 à 10:21,Mise à jour le: 15 juillet 2023 à 17:10,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boite de 30,100 MG,Imatinib
CEMIVIL 400 MG,imatinib,400 mg,Comprimé pelliculé,PROMOPHARM (HIKMA),imatinib,MA,medicament.ma,https://medicament.ma/medicament/cemivil-400-mg-comprime-pellicule/,L01XE01,,,Imatinib,400 MG,Boite de 30,PROMOPHARM (HIKMA),"Antinéoplasique, inhibiteur de multikinase",Commercialisé,2010.0,dhs,1761.00 dhs,A,,,Ajouté le: 7 novembre 2022 à 16:39,Mise à jour le: 15 juillet 2023 à 17:12,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boite de 30,400 MG,Imatinib
CENIX 25 MG,diclofénac,25 mg,Comprimé pelliculé,NOVOPHARMA,diclofénac,MA,medicament.ma,https://medicament.ma/medicament/cenix-25-mg-comprime-pellicule/,M01AB05,,,Diclofénac,25 MG,Boite de 30,NOVOPHARMA,"Anti-inflammatoire non stéroïdien (AINS), dérivé de l'acide acétique",Commercialisé,25.2,dhs,15.80 dhs,A,,,Ajouté le: 24 janvier 2020 à 09:44,Mise à jour le: 15 février 2024 à 14:13,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boite de 30,25 MG,Diclofénac
CEPLATIN 10 MG,cisplatine,10 mg,Solution Injectable pour perfusion IV,NOVOPHARMA,cisplatine,MA,medicament.ma,https://medicament.ma/medicament/ceplatin-10-mg-solution-injectable-pour-perfusion-iv/,L01XA01,,,Cisplatine,10 MG,Flacon de 20 ml,NOVOPHARMA,"Cytostatique, organoplatine",Commercialisé,51.4,dhs,32.10 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Flacon de 20 ml,10 MG,Cisplatine
CEPLATIN 50 MG,cisplatine,50 mg,Solution Injectable pour perfusion IV,NOVOPHARMA,cisplatine,MA,medicament.ma,https://medicament.ma/medicament/ceplatin-50-mg-solution-injectable-pour-perfusion-iv/,L01XA01,,,Cisplatine,50 MG,Flacon de 100 ml,NOVOPHARMA,"Cytostatique, organoplatine",Commercialisé,154.2,dhs,96.40 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Flacon de 100 ml,50 MG,Cisplatine
CEREZYME 400 UI,imiiglucérase,400 ui,Poudre stérile lyophilisée pour perfusion,SANOFI AVENTIS MAROC,imiiglucérase,MA,medicament.ma,https://medicament.ma/medicament/cerezyme-poudre-sterile-lyophilisee-pour-perfusion/,A16AB02,,,Imiiglucérase,400 UI,Flacon de 20 ml,SANOFI AVENTIS MAROC,Substitution enzymatique pour le traitement de la maladie de Gaucher de type I et III,Commercialisé,15869.0,dhs,15565.00 dhs,A,,Médicament,Ajouté le: 7 juin 2016 à 22:47,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Flacon de 20 ml,400 UI,Imiiglucérase
CEROXIM 500 MG,céfuroxime | axétil,500 mg,Comprimé,SUN PHARMACEUTICALS MOROCCO LLC,axétil + céfuroxime,MA,medicament.ma,https://medicament.ma/medicament/ceroxim-500-mg-comprime/,J01DC02,,,Céfuroxime | Axétil,500 MG,Boîte de 10,SUN PHARMACEUTICALS MOROCCO LLC,Antibiotique : céphalosporine de 2ème génération,Commercialisé,131.9,dhs,82.50 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 15 février 2024 à 14:16,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boîte de 10,500 MG,Céfuroxime | Axétil
CERAZETTE 0.075 MG,desogestrel,0.075 mg,Comprimé pelliculé [C],MAPHAR,desogestrel,MA,medicament.ma,https://medicament.ma/medicament/cerazette-0075-mg-comprime-pellicule/,G03AC09,,,Desogestrel,0.075 MG,Boîte de 28,MAPHAR,"Contraceptif hormonal monocomposé, progestatif",Commercialisé,56.1,dhs,35.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:28,Mise à jour le: 21 octobre 2025 à 10:10,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boîte de 28,0.075 MG,Desogestrel
CEROXIM 250 MG,céfuroxime | axétil,250 mg,Comprimé,SUN PHARMACEUTICALS MOROCCO LLC,axétil + céfuroxime,MA,medicament.ma,https://medicament.ma/medicament/ceroxim-250-mg-comprime/,J01DC02,,,Céfuroxime | Axétil,250 MG,Boîte de 10,SUN PHARMACEUTICALS MOROCCO LLC,"Antibiotique, céphalosporine de 2ème génération",Commercialisé,92.9,dhs,58.10 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 29 février 2024 à 09:42,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boîte de 10,250 MG,Céfuroxime | Axétil
CERUVIN 75 MG,clopidogrel,75 mg,Comprimé pelliculé,SUN PHARMACEUTICALS MOROCCO LLC,clopidogrel,MA,medicament.ma,https://medicament.ma/medicament/ceruvin-75mg-comprime-2/,B01AC04,,,Clopidogrel,75 MG,Boite de 14,SUN PHARMACEUTICALS MOROCCO LLC,Antiagrégant plaguettaire,Commercialisé,85.0,dhs,53.10 dhs,A,,Médicament,Ajouté le: 27 mars 2016 à 18:33,Mise à jour le: 17 août 2021 à 06:53,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boite de 14,75 MG,Clopidogrel
CERUBIDINE 20 MG,daunorubicine,20 mg,Solution injectable,SANOFI AVENTIS MAROC,daunorubicine,MA,medicament.ma,https://medicament.ma/medicament/cerubidine-20-mg-solution-injectable/,L01DB02,,,Daunorubicine,20 MG,10 flacons + 10 ampoules solvant,SANOFI AVENTIS MAROC,Antineoplasique cytotoxique,Commercialisé,1050.0,dhs,772.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:26,Mise à jour le: 27 juin 2023 à 18:33,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,10 flacons + 10 ampoules solvant,20 MG,Daunorubicine
CERUVIN 75 MG,clopidogrel,75 mg,Comprimé pelliculé,SUN PHARMACEUTICALS MOROCCO LLC,clopidogrel,MA,medicament.ma,https://medicament.ma/medicament/ceruvin-75mg-comprimes/,B01AC04,,,Clopidogrel,75 MG,Boite de 28,SUN PHARMACEUTICALS MOROCCO LLC,Antiagrégant plaquettaire,Commercialisé,160.0,dhs,100.00 dhs,A,,Médicament,Ajouté le: 27 mars 2016 à 18:28,Mise à jour le: 17 août 2021 à 06:53,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boite de 28,75 MG,Clopidogrel
CETAMYL 1000 MG,paracetamol,1000 mg,Comprimé effervescent,GALENICA,paracetamol,MA,medicament.ma,https://medicament.ma/medicament/cetamyl-1000-mg-comprime-effervescent/,N02BE01,,,Paracetamol,1000 MG,Boite de 8,GALENICA,Analgésique,Commercialisé,13.5,dhs,8.50 dhs,Aucun,,Médicament,Ajouté le: 21 novembre 2016 à 18:34,Mise à jour le: 15 février 2024 à 14:18,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boite de 8,1000 MG,Paracetamol
CETAMYL 1 G,paracetamol,1 g,Comprimé sécable,GALENICA,paracetamol,MA,medicament.ma,https://medicament.ma/medicament/cetamyl-1g-comprime-secable/,N02BE01,,,Paracetamol,1 G,Boite de 10,GALENICA,"Analgésique, Antipyrétique",Commercialisé,12.3,dhs,7.70 dhs,Aucun,,Médicament,Ajouté le: 24 mai 2013 à 16:51,Mise à jour le: 15 février 2024 à 14:17,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boite de 10,1 G,Paracetamol
CETAMYL 500 MG,paracétamol,500 mg,Comprimé effervescent,GALENICA,paracétamol,MA,medicament.ma,https://medicament.ma/medicament/cetamyl-500-mg-comprime-effervescent/,N02BE01,,,Paracétamol,500 MG,Boîte de 20,GALENICA,Analgésique - Antipyrétique,Commercialisé,14.3,dhs,8.90 dhs,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 15 février 2024 à 15:08,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boîte de 20,500 MG,Paracétamol
CETAMYL 500 MG,paracétamol,500 mg,Sachet,GALENICA,paracétamol,MA,medicament.ma,https://medicament.ma/medicament/cetamyl-500-mg-sachet/,N02BE01,,,Paracétamol,500 MG,Boîte de 12,GALENICA,Analgésique - Antipyrétique,Commercialisé,13.4,dhs,8.30 dhs,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 15 février 2024 à 15:09,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boîte de 12,500 MG,Paracétamol
CETAMYL 3 %,paracétamol,3 %,Solution buvable,GALENICA,paracétamol,MA,medicament.ma,https://medicament.ma/medicament/cetamyl-3-solution-buvable/,N02BE01,,,Paracétamol,3 %,Flacon de 90 ml,GALENICA,Analgésique et antipyrétique,Commercialisé,16.0,dhs,10.00 dhs,Aucun,,Médicament,Ajouté le: 21 juin 2016 à 22:54,Mise à jour le: 15 février 2024 à 15:01,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Flacon de 90 ml,3 %,Paracétamol
CETAXON 500 MG IV / IM,cefotaxime,500 mg,Solution injectable,COOPER PHARMA,cefotaxime,MA,medicament.ma,https://medicament.ma/medicament/cetaxon-500-iv/,J01DA10,,,Cefotaxime,500 MG,Boîte d'une ampoule,COOPER PHARMA,"Antibiotique, Céphalosporine de 3ème génération",Commercialisé,26.8,dhs,16.70 dhs,A,,Médicament,Ajouté le: 27 mai 2014 à 17:48,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boîte d'une ampoule,500 MG,Cefotaxime
CETIRAL 1 MG / ML,cétirizine,1 mg | ml,Solution buvable,AFRIC-PHAR,cétirizine,MA,medicament.ma,https://medicament.ma/medicament/cetiral-1-mg-ml-solution-buvable/,R06AE07,,,Cétirizine,1 MG / ML,Flacon de 60 ml,AFRIC-PHAR,Antihistaminique H1,Commercialisé,25.6,dhs,16.00 dhs,C,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 15 février 2024 à 15:13,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Flacon de 60 ml,1 MG | ML,Cétirizine
CETOLERG 10 MG,cétirizine,10 mg,Comprimé pelliculé,NOVOPHARMA,cétirizine,MA,medicament.ma,https://medicament.ma/medicament/cetolerg-10-mg-comprime-pellicule/,R06AE07,,,Cétirizine,10 MG,Boîte de 15,NOVOPHARMA,Antihistaminique H1,Commercialisé,42.0,dhs,26.30 dhs,C,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 15 février 2024 à 15:14,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boîte de 15,10 MG,Cétirizine
CETIRAL 10 MG,cétirizine,10 mg,Comprimé pelliculé,AFRIC-PHAR,cétirizine,MA,medicament.ma,https://medicament.ma/medicament/cetiral-10-mg-comprime-pellicule/,R06AE07,,,Cétirizine,10 MG,Boîte de 15,AFRIC-PHAR,Antihistaminique H1,Commercialisé,42.8,dhs,26.70 dhs,C,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 15 février 2024 à 15:14,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boîte de 15,10 MG,Cétirizine
CETRA 37.5 MG / 325 MG,tramadol | paracetamol,"37,5 mg | 325 mg",Comprimé pelliculé [P],SPIMACO,paracetamol + tramadol,MA,medicament.ma,https://medicament.ma/medicament/cetra-375-mg-325-mg-comprime-pellicule/,N02AJ13,,,Tramadol | Paracetamol,"37,5 MG | 325 MG",Boite de 20,SPIMACO,"Analgésique opioïde, préparation combinée",Commercialisé,27.6,dhs,17.20 dhs,A,,,Ajouté le: 3 octobre 2019 à 15:16,Mise à jour le: 15 février 2024 à 15:15,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boite de 20,"37,5 MG | 325 MG",Tramadol | Paracetamol
CETRAXAL PLUS 3 MG / 0.25 MG / ML,ciprofloxacine | fluocinolone acétonide,3 mg | 0.25 mg | ml,Solution pour instillation auriculaire,ZENITH PHARMA,ciprofloxacine + fluocinolone acétonide,MA,medicament.ma,https://medicament.ma/medicament/cetraxal-plus-3-mg-0-25-mg-ml-solution-pour-instillation-auriculaire-en-flacon-de-10-ml/,J01MA02,,,Ciprofloxacine | Fluocinolone acétonide,3 MG / 0.25 MG / ML,1 flacon de 10 ml,ZENITH PHARMA,"Antibiotique, fluoroquinolone",Commercialisé,89.9,dhs,56.20 dhs,A,,,Ajouté le: 16 novembre 2022 à 15:31,Mise à jour le: 15 février 2024 à 15:15,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,1 flacon de 10 ml,3 MG | 0.25 MG | ML,Ciprofloxacine | Fluocinolone Acétonide
CEZIN 10 MG,cetirizine,10 mg,Comprimé,GENPHARMA,cetirizine,MA,medicament.ma,https://medicament.ma/medicament/cezin-10-mg-comprime-4/,R06AE07,,,Cetirizine,10 MG,Boite de 14,GENPHARMA,Antihistaminique H1,Commercialisé,18.7,dhs,11.70 dhs,C,,Médicament,Ajouté le: 21 mars 2012 à 19:06,Mise à jour le: 15 février 2024 à 15:16,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boite de 14,10 MG,Cetirizine
CETROTIDE 0.25 MG,cétrorélix,0.25 mg,Poudre et solvant pour préparation injectable,PROMOPHARM (HIKMA),cétrorélix,MA,medicament.ma,https://medicament.ma/medicament/cetrotide-0-25-mg-poudre-et-solvant-pour-preparation-injectable/,H01CC02,,,Cétrorélix,0.25 MG,Boite de 1,PROMOPHARM (HIKMA),Antagoniste de la GnRH,Commercialisé,380.0,dhs,252.00 dhs,A,,Médicament,Ajouté le: 5 décembre 2017 à 08:54,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boite de 1,0.25 MG,Cétrorélix
CEZIN 10 MG,cetrizine,10 mg,Comprimé,GENPHARMA,cetrizine,MA,medicament.ma,https://medicament.ma/medicament/cezin-10-mg-comprime-6/,R06AE07,,,Cetrizine,10 MG,Boite de 28,GENPHARMA,Antihistaminique H1,Commercialisé,35.5,dhs,22.20 dhs,C,,Médicament,Ajouté le: 21 mars 2012 à 19:12,Mise à jour le: 15 février 2024 à 15:18,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boite de 28,10 MG,Cetrizine
CEZIN 10 MG,cétirizine,10 mg,Comprimé,GENPHARMA,cétirizine,MA,medicament.ma,https://medicament.ma/medicament/cezin-10-mg-comprime-5/,R06AE07,,,Cétirizine,10 MG,Boite de 7,GENPHARMA,Antihistaminique H1,Commercialisé,10.3,dhs,6.40 dhs,C,,Médicament,Ajouté le: 21 mars 2012 à 19:10,Mise à jour le: 15 février 2024 à 15:18,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boite de 7,10 MG,Cétirizine
CHEMOSET 2 MG / ML,ondansetron,2 mg | ml,Ampoule injectable,AFRIC-PHAR,ondansetron,MA,medicament.ma,https://medicament.ma/medicament/chemoset-4-mg-injectable/,A04AA01,,,Ondansetron,2 MG / ML,5 ampoules de 4 ml,AFRIC-PHAR,"Antiémétique, antagoniste des récepteurs de la sérotonine (5HT3)",Commercialisé,511.0,dhs,340.00 dhs,A,,Médicament,Ajouté le: 26 juin 2016 à 14:31,Mise à jour le: 15 février 2024 à 15:23,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,5 ampoules de 4 ml,2 MG | ML,Ondansetron
CHEMOSET 8 MG,ondansétron,8 mg,Comprimé pelliculé,AFRIC-PHAR,ondansétron,MA,medicament.ma,https://medicament.ma/medicament/chemoset-8-mg-comprime-pellicule-3/,A04AA01,,,Ondansétron,8 MG,Boîte de 10,AFRIC-PHAR,"Antiémétique, antagoniste des récepteurs de la sérotonine (5HT3)",Commercialisé,333.0,dhs,221.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 15 février 2024 à 15:27,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Boîte de 10,8 MG,Ondansétron
CHIBRO-CADRON 350 000 UI / 100 MG,dexamethasone | néomycine,350 000 ui | 100 mg,Collyre,SOTHEMA,dexamethasone + néomycine,MA,medicament.ma,https://medicament.ma/medicament/chibro-cadron-350000-ui-100-mg-collyre/,S02CA05,,,Dexamethasone | Néomycine,350 000 UI / 100 MG,Flacon de 5 ml,SOTHEMA,Anti-inflammatoire stéroïdien associé à antibiotique,Commercialisé,26.7,dhs,16.70 dhs,A,,,Ajouté le: 25 janvier 2012 à 15:26,Mise à jour le: 15 février 2024 à 15:27,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Flacon de 5 ml,350 000 UI | 100 MG,Dexamethasone | Néomycine
CHLORURE DE SODIUM 0.9 % ARWA MEDIC,chlorure de sodium 0 | 9%,0.9 %,Solution injectable apyrogène et isotonique pour perfusion IV,ARWA MEDIC,9% + chlorure de sodium 0,MA,medicament.ma,https://medicament.ma/medicament/chlorure-de-sodium-0-9-arwa-medic-solution-injectable-apyrogene-et-isotonique-pour-perfusion-iv-2/,,,,"CHLORURE DE SODIUM 0,9%",0.9 %,Poche 3000 ml,ARWA MEDIC,Solutés massifs (Solution d'électrolytes),Commercialisé,100.6,dhs,62.90 dhs,Aucun,,,Ajouté le: 15 juillet 2023 à 16:56,Mise à jour le: 15 février 2024 à 15:42,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Poche 3000 ml,0.9 %,Chlorure DE Sodium 0 | 9%
CHLORTETRACYCLINE 3 %,chlortétracycline,3%,Pommade dermique,LAPROPHAN,chlortétracycline,MA,medicament.ma,https://medicament.ma/medicament/chlortetracycline-3-pommade-dermique/,D06AA02,,,Chlortétracycline,3%,Tube de 15 g,LAPROPHAN,"Antibiotique, cyclines",Commercialisé,7.8,dhs,4.90 dhs,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 15 février 2024 à 15:31,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Tube de 15 g,3%,Chlortétracycline
CHIBROXINE 0.3 %,norfloxacine,0.3 %,Collyre,SOTHEMA,norfloxacine,MA,medicament.ma,https://medicament.ma/medicament/chibroxine-0003-collyre/,S01AX12,,,Norfloxacine,0.3 %,Flacon de 5 ml,SOTHEMA,Antibiotique des la famille des quinolones (Fluoroquinolone),Commercialisé,34.1,dhs,21.30 dhs,A,,,Ajouté le: 25 janvier 2012 à 15:26,Mise à jour le: 15 février 2024 à 15:28,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Flacon de 5 ml,0.3 %,Norfloxacine
CHLORURE DE SODIUM 0.9 % SOTHEMA,chlorure de sodium,0.9 %,Solution pour perfusion,SOTHEMA,chlorure de sodium,MA,medicament.ma,https://medicament.ma/medicament/chlorure-de-sodium-0-9-sothema-solution-pour-perfusion/,,,,Chlorure de sodium,0.9 %,Poche de 500 ml,SOTHEMA,,Commercialisé,19.2,dhs,12.00 dhs,Aucun,,,Ajouté le: 15 février 2024 à 15:53,Mise à jour le: 15 février 2024 à 16:18,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Poche de 500 ml,0.9 %,Chlorure De Sodium
CHLORURE DE SODIUM 0.9 % ARWA MEDIC,chlorure de sodium 0 | 9%,0.9 %,Solution injectable apyrogène et isotonique pour perfusion IV,ARWA MEDIC,9% + chlorure de sodium 0,MA,medicament.ma,https://medicament.ma/medicament/chlorure-de-sodium-0-9-arwa-medic-solution-injectable-apyrogene-et-isotonique-pour-perfusion-iv/,,,,"CHLORURE DE SODIUM 0,9%",0.9 %,Poche 2000 ml,ARWA MEDIC,Solutés massifs (Solution d'électrolytes),Commercialisé,47.5,dhs,29.70 dhs,Aucun,,,Ajouté le: 15 juillet 2023 à 16:54,Mise à jour le: 15 février 2024 à 15:41,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Poche 2000 ml,0.9 %,Chlorure DE Sodium 0 | 9%
CHLORURE DE SODIUM 0,chlorure de sodium 0 | 9%,0.9%,9 % ARWA MEDIC,ARWA MEDIC,9% + chlorure de sodium 0,MA,medicament.ma,https://medicament.ma/medicament/chlorure-de-sodium-09-arwa-medic-solution-injectable-apyrogene-et-isotonique-pour-perfusion-iv-2/,,,,"CHLORURE DE SODIUM 0,9%",0.9%,Poche 500 ml,ARWA MEDIC,Solutés massifs (Solution d'électrolytes),Commercialisé,19.2,dhs,12.00 dhs,Aucun,,,Ajouté le: 15 juillet 2023 à 16:52,Mise à jour le: 20 février 2025 à 15:20,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Poche 500 ml,0.9%,Chlorure DE Sodium 0 | 9%
CHLORURE DE SODIUM 0,chlorure de sodium 0 | 9%,0 | 9 %,9 % ARWA MEDIC,ARWA MEDIC,9% + chlorure de sodium 0,MA,medicament.ma,https://medicament.ma/medicament/chlorure-de-sodium-09-arwa-medic-solution-injectable-apyrogene-et-isotonique-pour-perfusion-iv-3/,,,,"CHLORURE DE SODIUM 0,9%","0,9 %",Poche 1000 ml,ARWA MEDIC,Solutés massifs (Solution d'électrolytes),Commercialisé,25.0,dhs,15.60 dhs,Aucun,,,Ajouté le: 15 juillet 2023 à 16:53,Mise à jour le: 15 février 2024 à 15:41,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Poche 1000 ml,0 | 9 %,Chlorure DE Sodium 0 | 9%
CHLORURE DE SODIUM 0,chlorure de sodium 0 | 9%,0 | 9 %,9 % ARWA MEDIC,ARWA MEDIC,9% + chlorure de sodium 0,MA,medicament.ma,https://medicament.ma/medicament/chlorure-de-sodium-09-arwa-medic-solution-injectable-apyrogene-et-isotonique-pour-perfusion-iv/,,,,"CHLORURE DE SODIUM 0,9%","0,9 %",Poche 250 ml,ARWA MEDIC,Solutés massifs (Solution d'électrolytes),Commercialisé,13.5,dhs,8.50 dhs,Aucun,,,Ajouté le: 15 juillet 2023 à 16:50,Mise à jour le: 15 février 2024 à 15:42,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Poche 250 ml,0 | 9 %,Chlorure DE Sodium 0 | 9%
CHLORURE DE SODIUM 0.9 % GÉNÉRATION SANTÉ,chlorure de sodium,0.9 %,Soluté injectable en poche souple Flip Off en PVC plastifié,GENERATION SANTE,chlorure de sodium,MA,medicament.ma,https://medicament.ma/medicament/chlorure-de-sodium-09-generation-sante-solute-injectable-2/,B05XA03,,,Chlorure de sodium,0.9 %,Poche de 100 ml,GENERATION SANTE,,Commercialisé,13.5,dhs,8.50 dhs,Aucun,,,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 28 octobre 2025 à 07:03,2025-11-08T02:39:52Z,2025-11-08T02:39:52Z,Poche de 100 ml,0.9 %,Chlorure De Sodium
CHLORURE DE SODIUM 0.9 % GÉNÉRATION SANTÉ,chlorure de sodium,0.9 %,Soluté injectable,GENERATION SANTE,chlorure de sodium,MA,medicament.ma,https://medicament.ma/medicament/chlorure-de-sodium-09-generation-sante-solute-injectable-5/,B05XA03,,,Chlorure de Sodium,0.9 %,"Poche souple Twist Off en PVC plastifié, 1000 ml",GENERATION SANTE,,Commercialisé,24.8,dhs,15.50 dhs,Aucun,,,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 28 octobre 2025 à 07:00,2025-11-08T02:39:53Z,2025-11-08T02:39:53Z,Poche souple Twist Off en PVC plastifié | 1000 ml,0.9 %,Chlorure De Sodium
CHLORURE DE SODIUM 0.9 % GÉNÉRATION SANTÉ,chlorure de sodium,0.9 %,Soluté injectable,GENERATION SANTE,chlorure de sodium,MA,medicament.ma,https://medicament.ma/medicament/chlorure-de-sodium-09-generation-sante-solute-injectable-3/,B05XA03,,,Chlorure de sodium,0.9 %,"Poche souple Twist Off en PVC plastifié, 500 ml",GENERATION SANTE,,Commercialisé,19.1,dhs,12.00 dhs,,,,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 28 octobre 2025 à 06:59,2025-11-08T02:39:53Z,2025-11-08T02:39:53Z,Poche souple Twist Off en PVC plastifié | 500 ml,0.9 %,Chlorure De Sodium
